"id","referer","url","name","area","zip_code","address","phone_number","business_hours","introduction","height"
"2444","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/589/","玉若酢命神社","島根県","685-0017","島根県隠岐郡隠岐の島町下西701","08512-2-0571","-","創建の年代は不詳。社伝では応神天皇の御宇の勧請という。また、天武天皇の勅命によって鎮祭されたという説もある。
","26"
"2445","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/950/","八重山神社","島根県","690-2702","島根県雲南市掛合町入間50","0854-62-1260","-","神代の昔、「鷲尾の猛」という魔神が八重山の岩窟に住んでおり、鶏に姿を変えて近郷の良民を苦しめていたが、須佐之男命が退治したときから金鶏に姿を変え、村民に尽したと伝えられている。その金鶏が祀ってあり、近年では牛馬繁栄の神様として崇敬されている。4月と9月に牛馬繁栄祈願祭が開催される。 
","415"
"2446","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/924/","美保神社","島根県","690-1501","島根県松江市美保関町美保関608","0852-73-0506","-","創建の由緒は不詳であるが、8世紀に編纂された『出雲国風土記』の神社台帳に記載される古社である。延喜式神名帳では小社に列する。中世より横山氏が神職を世襲した。近世ごろから「大社（出雲大社）だけでは片詣り」と言われるようになり、出雲大社とともに参拝者が増えるようになった。出雲大社とあわせて「出雲のえびすだいこく」と総称される。
","20"
"2447","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/842/","日御碕神社","島根県","699-0763","島根県出雲市大社町日御碕455","0853-54-5261","-","日沈の宮：天暦2年（948年）に、村上天皇天の勅命により祀られたことに始まる。神の宮：安寧天皇13年（紀元前536年）に、安寧天皇の勅命により祀られたことに始まる。現在の社殿は、両宮とも、徳川三代将軍家光公の命で、日光東照宮建立の翌年となる寛永14年（1637年）に、幕府直轄工事として着工され、現在に至る。
","14"
"2448","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/74/","出雲大社","島根県","699-0701","島根県出雲市大社町杵築東195","0853-53-3100","-","日本神話によれば、大国主神が天津神に国譲りを行う際、その代償として、天孫が住むのと同じくらい大きな宮殿を建ててほしいと求め、造営されたのが出雲大社の始まりであるという。古代より杵築大社（きづきたいしゃ、きづきのおおやしろ）と呼ばれていたが、明治4年（1871年）に出雲大社と改称した。延喜式神名帳には「出雲国出雲郡 杵築大社」と記載され、名神大社に列している。神階は貞観9年（867年）に正二位まで昇った。江戸時代には社領五千石を有していた。明治4年に官幣大社に列格し、大正時代に勅祭社となった。現在は神社本庁の別表神社となっている。","10"
"2449","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/10042/","朝山神社","島根県","693-0213","島根県出雲市朝山町1404","-","-","主祭神　眞玉著玉之邑日女命は神魂命の御子にして姿容端正 淑徳玉の如し坐し坐せば「大己貴命娶り給いて毎朝に通い 坐しき故朝山と云う」と出雲風土記に記さる。
　当社の創立については当地方の神楽歌に「ありがたや宇比多伎山の宮造りこれぞ社の初めなるらむ」と歌はれる如く余りにも古く古典に依れば出雲風土記に淺山社　延喜式神名帳に朝山神社と記さる。
　当社は往古より山美しく水清き宇比多伎山に御鎮座坐し坐し 位置を移せしことなく故に中世より宇比多伎大明神とも申し奉る。","157"
"2450","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/10041/","万九千神社・立虫神社","島根県","6990615","島根県出雲市斐川町併川３２２","0853-72-2032","午前9時00分～午後4時30分","万九千神社は、神在祭に際し、全国から出雲へと参集された八百万神が最後に立ち寄ります。 八百万神は万九千神社において、出雲路における神議りを行い、神宴をしたのち、神在月26日から翌未明にかけて諸国へと旅立ちなさるとされています。

立虫神社は、出雲市斐川町併川地区の氏神さまとして、地元の人々から親しまれています。もとは斐伊川の中洲に鎮座していましたが、江戸時代前期に洪水の影響により、現在の万九千社境内に遷されました。","11"
"2451","https://shrine.mobi/area/chugoku/shimane/","https://shrine.mobi/area/chugoku/shimane/10040/","佐香神社","島根県","691-0074","島根県出雲市小境町108","0853-67-0007","-","佐香神社（さかじんじゃ）は島根県出雲市小境町に鎮座する神社で、別名、松尾神社。酒造の神として酒造業者からの信仰を集めている。例大祭は10月13日に行われる濁酒祭は、室町時代から続いている。","44"
"2452","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/402/","児玉神社 (周南市)","山口県","745-0005","山口県周南市児玉町1丁目","-","-","日露戦争の英雄、児玉源太郎が周防徳山藩の藩士出身とのことで、大正11年（1922年）に地元有志の発起によって児玉家の旧宅跡に江ノ島児玉神社の神殿を移築して創建されたことに始まる。
","16"
"2453","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/111/","忌宮神社","山口県","752-0967","山口県下関市長府宮の内1-18","083-245-1093","ご祈願受付時間　8：30～17：00（予約の必要なし）","「古事記」「日本書紀」等の書物によれば、九州の熊襲平定のため西下された仲哀天皇と神功皇后は、本州の西端で九州を真向こうに据えるこの地に8年正月まで滞在され、斎宮をたて神祇を祭られたのが忌宮の起りとされている。
","11"
"2454","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/378/","山口県護国神社","山口県","753-0011","山口県山口市宮野下1932","083-922-2027","-","山口縣護國神社は日清戦争以降、山口県出身の殉国の英霊を慰霊するため、明治36年、防長靖献会を設立して、以後毎春、現在地の南に隣接する桜畠練兵場で招魂祭を斎行したことに始まる。昭和14年、招魂社制度が整備され、県内一円を崇敬者区域とする招魂社を創建することとなり、社殿の造営に着手、昭和16年8月に現社殿が竣工された。
","47"
"2455","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/693/","古熊神社","山口県","753-0031","山口県山口市古熊1丁目10-3","083-922-0881","-","応安6年（1373年）10月、大内弘世が北野天満宮より勧請を受けて創建した。当初は山口・北野小路に鎮座していたが、後に数度の遷座を経て長者山の麓の御石の森に鎮座した。元和4年（1618年）、毛利秀就が現在地に社殿を移した。「山口の天神様」と呼ばれる。
","52"
"2456","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/740/","豊榮神社・野田神社","山口県","753-0091","山口県山口市天花1-1-2","083-922-0666","-","豊榮神社：関ヶ原の戦いの敗戦により安芸国から長門国に移封された毛利輝元が、萩・江向村の春日神社境内に祖父の元就の霊を祀ったことに始まる。その後、宝暦12年（1762年）、長州藩主重就が、毛利氏の祖神とされる天穂日命を合祀して、主祭神とし、仰徳大明神（仰徳社）と称した。その後、明治2年（1869年）、元就が、かつて、正親町天皇の即位を援助するなど朝廷を崇敬する事跡が認められたことから、明治天皇より「豊栄」の神号が与えられ、これを機に、現在の豊栄神社に改称した。野田神社：明治6年（1873年）に、長州藩最後の藩主で明治維新の功労者である毛利敬親を豊栄神社の別殿に祀り、敬親の諡号より忠正神社と称したのに始まる。
","51"
"2457","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/8644/","三坂神社（山口市）","山口県","747-0233","山口県山口市徳地岸見第557","0835-52-0688","-","-","53"
"2458","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/7938/","防府天満宮","山口県","747-0029","山口県防府市松崎町１４－１","0835-23-7700","９：００～１６：３０","道真が亡くなった翌年である延喜2年（904年）に創建され、「日本最初に創建された天神様」を名乗る。かつては「松崎天満宮」・「宮市天満宮」あるいは単に「天満宮」と称していたが1873年に近代社格制度のもとで県社に列格し、松崎神社と改称。戦後の1953年には防府天満宮と再び改称した。道真が宮中での権力争いで失脚し、九州の大宰府に流されていく道筋での宿泊地の一つが防府とされており、京都の北野天満宮、福岡の太宰府天満宮と並んで、日本三大天神と言われている。","35"
"2459","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/585/","玉祖神社","山口県","747-0065","山口県防府市大字大崎1690","0835-21-3915","-","社伝によると、主祭神となる玉祖命は当地で亡くなったことに由来し、当社を創建したことに始まるとされる。付近の「玉の石屋」が墳墓とされている。","6"
"2460","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/513/","住吉神社 (下関市)","山口県","751-0805","山口県下関市一の宮住吉一丁目11-1","083-256-2656","-","神功皇后の三韓征伐の際、新羅に向う神功皇后に住吉三神が、神託してその渡海を守護する。そして、その帰途、住吉三神が「我が荒魂を穴門（長門）の山田邑に祀りなさい」と再び神託を下し、穴門直践立（あなとのあたえほんだち）を神主の長として、その場所に祠を建てたことに始まるされる。","32"
"2461","https://shrine.mobi/area/chugoku/yamaguchi/","https://shrine.mobi/area/chugoku/yamaguchi/10039/","元乃隅稲成神社","山口県","759-4712","山口県長門市油谷津黄498","0837-23-1137","-","昭和30年に、地元の網元の枕元に白狐が現れ「吾をこの地に鎮祭せよ。」というお告げがあったことを元に、太皷谷稲成神社から分霊されて建立された。商売繁盛、大漁、海上安全は元より、良縁、子宝、開運厄除、福徳円満、交通安全、学業成就、願望成就の大神として、地域の人々の信仰を集めている。","5"
"2462","https://shrine.mobi/area/chugoku/okayama/3","https://shrine.mobi/area/chugoku/okayama/747/","中山神社","岡山県","708-0815","岡山県津山市一宮695","0868-27-0051","-","社伝（『中山神社縁由』）では慶雲4年（707年）4月3日の創建としているが、実際には和銅6年（713年）、美作国が備前国から分立した時に吉備中山から勧請を受けて創建されたものとみられる。貞観6年（864年）に官社となった。延喜式神名帳では美作国唯一の名神大社に列し、美作国一宮として崇敬を受けた。","129"
"2463","https://shrine.mobi/area/kansai/shiga/3","https://shrine.mobi/area/kansai/shiga/969/","山津照神社","滋賀県","521-0082","滋賀県米原市能登瀬390","0749-54-2913","-","創祀年代は不詳。『延喜式神名帳』に記載されている式内社である。仁寿元年（851年）正六位、貞観8年（866年）正四位下の神階を賜ったという記録が残る。明治14年（1881年）郷社、大正10年（1921年）に県社に列格した。
","124"
"2464","https://shrine.mobi/area/kansai/shiga/4","https://shrine.mobi/area/kansai/shiga/818/","波久奴神社","滋賀県","526-0273","滋賀県長浜市高畑町296","0749-74-1550","-","主祭神の創祀事情は不詳。配祀神の物部守屋大連は社伝によると、用明天皇2年（587年）に蘇我馬子に敗れた為に漆部小坂を従えて自身の領地である当地に潜伏し、蘇我氏の追跡を逃れる為に更に同年10月に小谷山東峡の岩窟に隠遁、その後高畑の萩の茂る地に草庵を構え、萩生翁と偽称して里人を教化する等した為に、薨後に遺徳を偲んだ里人が祠を建てて「正一位萩野大明神」と崇めたという。
","124"
"2465","https://shrine.mobi/area/kansai/shiga/5","https://shrine.mobi/area/kansai/shiga/262/","唐崎神社","滋賀県","520-0106","滋賀県大津市唐崎1-7-1","077-579-8961","-","日吉大社の社伝によれば、舒明天皇6年（633年）、琴御館宇志丸宿禰がこの地に居住し「唐崎」と名附けたといい、祭神はその宇志丸宿禰の妻とされる。当社は持統天皇11年（697年）に創建されたと伝えられ、かつては「女別当社」と呼ばれ、婦人病に霊験ありとして広く信仰を集めた。
","88"
"2466","https://shrine.mobi/area/kansai/shiga/5","https://shrine.mobi/area/kansai/shiga/459/","思子淵神社 (高島市安曇川町中野)","滋賀県","520-1204","滋賀県 高島市安曇川町中野564","-","-","建武元年（1334年）の創祀と伝わる。思子淵神は、安曇川流域固有の神様である。「七シコブチ」と呼ばれる思子淵神を祀る神社のひとつ。七シコブチには、河童伝説を有する。明治9年（1876年）に村社に列格された。
","128"
"2467","https://shrine.mobi/area/kansai/nara/6","https://shrine.mobi/area/kansai/nara/8095/","春日神社（天理市内馬場町）","奈良県","632-0031","奈良県天理市内馬場町131","0743-62-0900","-","-","154"
"2468","https://shrine.mobi/area/kansai/nara/6","https://shrine.mobi/area/kansai/nara/8094/","杵築神社（天理市南六条町）","奈良県","632-0098","奈良県天理市南六条町374","0743-64-2908","-","-","50"
"2469","https://shrine.mobi/area/kansai/nara/7","https://shrine.mobi/area/kansai/nara/8074/","八幡神社（天理市櫟本町）","奈良県","632-0004","奈良県天理市櫟本町891","0743-65-0260","-","-","66"
"2470","https://shrine.mobi/area/kansai/nara/7","https://shrine.mobi/area/kansai/nara/8073/","都祁山口神社（天理市）","奈良県","632-0032","奈良県天理市杣之内町896","0743-62-0900","-","-","97"
"2471","https://shrine.mobi/area/kansai/nara/8","https://shrine.mobi/area/kansai/nara/8048/","八幡神社（大和郡山市井戸野町）","奈良県","639-1104","奈良県大和郡山市井戸野町540","0743-52-4669","-","-","58"
"2472","https://shrine.mobi/area/kansai/nara/8","https://shrine.mobi/area/kansai/nara/8047/","八坂神社（大和郡山市）","奈良県","639-1115","奈良県大和郡山市石川町526","0743-55-1100","-","-","63"
"2473","https://shrine.mobi/area/kansai/nara/9","https://shrine.mobi/area/kansai/nara/8058/","白山神社（天理市杣之内町）","奈良県","632-0032","奈良県天理市杣之内町202","0743-62-0900","-","-","100"
"2474","https://shrine.mobi/area/kansai/nara/9","https://shrine.mobi/area/kansai/nara/8057/","神明神社（天理市川原城町）","奈良県","632-0016","奈良県天理市川原城町221","0743-62-0900","-","-","67"
"2475","https://shrine.mobi/area/kansai/nara/10","https://shrine.mobi/area/kansai/nara/8034/","八王子神社（大和郡山市宮堂町）","奈良県","639-1126","奈良県大和郡山市宮堂町402","0743-56-3741","-","-","45"
"2476","https://shrine.mobi/area/kansai/nara/10","https://shrine.mobi/area/kansai/nara/8033/","八幡神社（大和郡山市豊浦町）","奈良県","639-1022","奈良県大和郡山市豊浦町159","0743-52-7643","-","-","53"
"2477","https://shrine.mobi/area/kansai/nara/11","https://shrine.mobi/area/kansai/nara/8013/","八幡神社（大和郡山市筒井町）","奈良県","639-1123","奈良県大和郡山市筒井町1322","0743-56-3741","-","-","49"
"2478","https://shrine.mobi/area/kansai/nara/11","https://shrine.mobi/area/kansai/nara/8044/","八幡神社（大和郡山市魚町）","奈良県","639-1168","奈良県大和郡山市魚町30","0743-53-1355","-","-","55"
"2479","https://shrine.mobi/area/kansai/nara/12","https://shrine.mobi/area/kansai/nara/8025/","素盞鳴神社（大和郡山市新庄町）","奈良県","639-1114","奈良県大和郡山市新庄町393","0743-52-7643","-","-","53"
"2480","https://shrine.mobi/area/kansai/nara/12","https://shrine.mobi/area/kansai/nara/8022/","植槻八幡神社","奈良県","639-1005","奈良県大和郡山市植槻町5-2","-","-","-","60"
"2481","https://shrine.mobi/area/kansai/nara/13","https://shrine.mobi/area/kansai/nara/8002/","大神社（大和郡山市南井町94）","奈良県","639-1024","奈良県Ｃ南井町94","0743-52-7643","-","-","52"
"2482","https://shrine.mobi/area/kansai/nara/13","https://shrine.mobi/area/kansai/nara/8000/","甲斐神社","奈良県","639-1028","奈良県大和郡山市田中町234","0744-23-7695","-","-","58"
"2483","https://shrine.mobi/area/kansai/nara/14","https://shrine.mobi/area/kansai/nara/7981/","天神社（大和高田市有井）","奈良県","635-0072","奈良県大和高田市有井325","0745-69-3353","-","-","60"
"2484","https://shrine.mobi/area/kansai/nara/14","https://shrine.mobi/area/kansai/nara/7980/","杵築神社（大和高田市蔵之宮町）","奈良県","635-0044","奈良県大和高田市蔵之宮町13-7","0745-52-6855","-","-","65"
"2485","https://shrine.mobi/area/kansai/nara/15","https://shrine.mobi/area/kansai/nara/7970/","十二社神社（大和高田市）","奈良県","635-0004","奈良県大和高田市藤森299","0745-52-3382","-","-","54"
"2486","https://shrine.mobi/area/kansai/nara/15","https://shrine.mobi/area/kansai/nara/7993/","清水神社","奈良県","639-1057","奈良県大和郡山市西田中町175","0743-53-0233","-","-","75"
"2487","https://shrine.mobi/area/kansai/nara/16","https://shrine.mobi/area/kansai/nara/7949/","天照皇太神社","奈良県","635-0077","奈良県大和高田市池田592","0745-52-6855","-","-","68"
"2488","https://shrine.mobi/area/kansai/nara/16","https://shrine.mobi/area/kansai/nara/7948/","春日神社（大和高田市市場）","奈良県","635-0074","奈良県大和高田市市場308","0745-52-6855","-","-","64"
"2489","https://shrine.mobi/area/kansai/nara/17","https://shrine.mobi/area/kansai/nara/7960/","春日神社（大和高田市岡崎）","奈良県","635-0073","奈良県大和高田市岡崎45","0745-52-6855","-","-","64"
"2490","https://shrine.mobi/area/kansai/nara/17","https://shrine.mobi/area/kansai/nara/7959/","春日若宮神社（大和高田市野口）","奈良県","635-0075","奈良県大和高田市野口703","0745-52-6855","-","-","67"
"2491","https://shrine.mobi/area/kansai/nara/18","https://shrine.mobi/area/kansai/nara/7974/","春日神社（大和高田市大中）","奈良県","635-0095","奈良県大和高田市大中261","0745-69-3353","-","-","62"
"2492","https://shrine.mobi/area/kansai/nara/18","https://shrine.mobi/area/kansai/nara/8066/","穴穂神社","奈良県","632-0073","奈良県天理市田町568","0743-62-0900","-","-","59"
"2493","https://shrine.mobi/area/kansai/nara/19","https://shrine.mobi/area/kansai/nara/7502/","春日神社（橿原市東坊城町）","奈良県","634-0835","奈良県橿原市東坊城町1029","0744-22-4960","-","-","65"
"2494","https://shrine.mobi/area/kansai/nara/19","https://shrine.mobi/area/kansai/nara/7510/","春日神社（橿原市醍醐町）","奈良県","634-0072","奈良県橿原市醍醐町200","0744-23-1181","-","-","68"
"2495","https://shrine.mobi/area/kansai/nara/20","https://shrine.mobi/area/kansai/nara/7513/","春日神社（橿原市戒外町","奈良県","634-0023","奈良県橿原市戒外町42","050-3456-3991","-","-","104"
"2496","https://shrine.mobi/area/kansai/nara/20","https://shrine.mobi/area/kansai/nara/7512/","春日神社（橿原市四分町）","奈良県","634-0074","奈良県橿原市四分町27","0744-23-1181","-","-","74"
"2497","https://shrine.mobi/area/kansai/nara/21","https://shrine.mobi/area/kansai/nara/7494/","春日神社（橿原市今井町）","奈良県","634-0812","奈良県橿原市今井町3-162","0744-22-2404","-","明治初年まで「常福寺」が有り、その鎮守社でした。","62"
"2498","https://shrine.mobi/area/kansai/nara/21","https://shrine.mobi/area/kansai/nara/7493/","東大谷日女命神社","奈良県","634-0065","奈良県橿原市畝傍町69","0744-22-4960","-","-","93"
"2499","https://shrine.mobi/area/kansai/nara/22","https://shrine.mobi/area/kansai/nara/7479/","國常立神社","奈良県","634-0022","奈良県橿原市南浦町326","050-3456-3991","-","-","151"
"2500","https://shrine.mobi/area/kansai/nara/22","https://shrine.mobi/area/kansai/nara/7478/","天神社（橿原市慈明寺町）","奈良県","634-0816","奈良県橿原市慈明寺町380","0744-22-4960","-","-","89"
"2501","https://shrine.mobi/area/kansai/nara/23","https://shrine.mobi/area/kansai/nara/7462/","杵築神社（橿原市東坊城町）","奈良県","634-0101","奈良県橿原市東坊城町963","0744-54-2071","-","-","67"
"2502","https://shrine.mobi/area/kansai/nara/23","https://shrine.mobi/area/kansai/nara/7461/","八幡神社（橿原市見瀬町）","奈良県","634-0064","奈良県橿原市見瀬町143","0744-54-2071","-","-","95"
"2503","https://shrine.mobi/area/kansai/nara/24","https://shrine.mobi/area/kansai/nara/7474/","畝尾都多本神社","奈良県","635-0025","奈良県橿原市木之本町114","050-3456-3991","-","-","75"
"2504","https://shrine.mobi/area/kansai/nara/24","https://shrine.mobi/area/kansai/nara/7472/","子部神社（橿原市飯高町）","奈良県","634-0847","奈良県橿原市飯高町３７２","0744-33-2155","-","-","52"
"2505","https://shrine.mobi/area/kansai/nara/25","https://shrine.mobi/area/kansai/nara/7451/","岩神社","奈良県","634-0845","奈良県橿原市中曽司町756","0744-22-4726","-","-","54"
"2506","https://shrine.mobi/area/kansai/nara/25","https://shrine.mobi/area/kansai/nara/7449/","金橋神社","奈良県","634-0837","奈良県橿原市曲川町曲川町２－８","0744-22-4960","-","-","57"
"2507","https://shrine.mobi/area/kansai/nara/26","https://shrine.mobi/area/kansai/nara/7428/","八咫烏神社","奈良県","634-0043","奈良県橿原市五条野町694","0744-23-1181","-","創建など不明。","90"
"2508","https://shrine.mobi/area/kansai/nara/26","https://shrine.mobi/area/kansai/nara/7425/","八所御霊神社","奈良県","631-0811","奈良県奈良市秋篠町742","0742-43-1618","-","-","88"
"2509","https://shrine.mobi/area/kansai/nara/27","https://shrine.mobi/area/kansai/nara/7409/","天満神社","奈良県","630-2173","奈良県奈良市日笠町710","-","-","古くから今井堂社と称され、木曽義仲が戦いに敗れた時、家臣の今井兼平が主君とともにこの地に潜み、天満宮を勧請したと伝えられている。","406"
"2510","https://shrine.mobi/area/kansai/nara/27","https://shrine.mobi/area/kansai/nara/7438/","安寧天皇神社","奈良県","634-0829","奈良県橿原市吉田町２５７","0744-22-4960","-","創祀年代は不明。","85"
"2511","https://shrine.mobi/area/kansai/nara/28","https://shrine.mobi/area/kansai/nara/7401/","葛上神社","奈良県","631-0052","奈良県奈良市中町3840","0742-41-3394","-","-","101"
"2512","https://shrine.mobi/area/kansai/nara/28","https://shrine.mobi/area/kansai/nara/7400/","八幡神社（奈良市中町）","奈良県","630-8037","奈良県奈良市中町4439","-","-","-","118"
"2513","https://shrine.mobi/area/kansai/nara/29","https://shrine.mobi/area/kansai/nara/7395/","山上八幡神社（奈良市山陵町）","奈良県","631-0803","奈良県奈良市山陵町326","-","-","創建時期は延宝5年（1677年）建立","85"
"2514","https://shrine.mobi/area/kansai/nara/29","https://shrine.mobi/area/kansai/nara/7394/","八王子神社","奈良県","630-2301","奈良県奈良市月ヶ瀬石打2926","-","-","-","180"
"2515","https://shrine.mobi/area/kansai/nara/30","https://shrine.mobi/area/kansai/nara/7383/","率川神社","奈良県","630-8231","奈良県奈良市本子守町18","0742-22-0832","9:00〜17:00","飛鳥時代、推古天皇元年（593）に創祀された奈良市最古の神社。","75"
"2516","https://shrine.mobi/area/kansai/nara/30","https://shrine.mobi/area/kansai/nara/7382/","八幡神社（奈良市山陵町）","奈良県","631-0803","奈良県奈良市山陵町宮ノ谷446","-","-","-","87"
"2517","https://shrine.mobi/area/kansai/nara/31","https://shrine.mobi/area/kansai/nara/7366/","國津神社","奈良県","632-0221","奈良県奈良市都祁白石町580","0774-72-0801","-","-","459"
"2518","https://shrine.mobi/area/kansai/nara/31","https://shrine.mobi/area/kansai/nara/7364/","春日神社（奈良市下深川町）","奈良県","632-0101","奈良県奈良市下深川町1327","0743-86-0036","-","-","430"
"2519","https://shrine.mobi/area/kansai/nara/32","https://shrine.mobi/area/kansai/nara/7348/","八坂神社（奈良市大慈仙町）","奈良県","630-1245","奈良県奈良市大慈仙町向井谷1171","-","-","創祀年代などは不明。かつて同じ集落にあったという大慈仙寺の鎮守社。","411"
"2520","https://shrine.mobi/area/kansai/nara/32","https://shrine.mobi/area/kansai/nara/7347/","八王神社","奈良県","630-2303","奈良県奈良市月ヶ瀬長引536","-","-","-","280"
"2521","https://shrine.mobi/area/kansai/nara/33","https://shrine.mobi/area/kansai/nara/7339/","青井神社","奈良県","630-8422","奈良県奈良市横井2-299","-","-","文久2年（1862）の石燈籠には疱瘡神社と刻まれている。登り坂の「くさ神さん」と呼ばれている。その昔、小野小町が宮中で歌会があった時、全国からたくさんの歌人たちが集まったが、だれも小町に勝つものはなかった。紀州から出て来た某は小町に負けたのを残念に思い、朝廷にざん言して、小町を宮中から追い出してしまった。小町は途方にくれ、あちこち歩き回っている間に、瘡毒にかかり困っていると、ある夜の夢に翁があらわれ、「前世の悪因によって、そのようになったのである。奈良から一里（4キロメートル)離れた所に疱瘡（ほうそう）神をまつる神社がある。そこへ詣り、一心に拝むがよい。」と告げた。小町は二十一日間、行水して祈願すると、満願の日に瘡毒は治った。「はるさめは今ひと時にはれてゆく　ここにぬぎおくおのがみのかさ」の歌を残して、伊勢に去ったという。","69"
"2522","https://shrine.mobi/area/kansai/nara/33","https://shrine.mobi/area/kansai/nara/7357/","辰市神社","奈良県","630-8134","奈良県奈良市杏町64","0742-62-3240","-","-","55"
"2523","https://shrine.mobi/area/kansai/nara/34","https://shrine.mobi/area/kansai/nara/7345/","柳生八坂神社","奈良県","630-1237","奈良県奈良市柳生町","0742-94-0706","-","-","271"
"2524","https://shrine.mobi/area/kansai/nara/34","https://shrine.mobi/area/kansai/nara/7344/","登彌神社","奈良県","631-0054","奈良県奈良市石木町648-1","-","-","-","87"
"2525","https://shrine.mobi/area/kansai/nara/35","https://shrine.mobi/area/kansai/nara/7332/","長尾神社","奈良県","630-1241","奈良県奈良市阪原町1625","0742-93-0066","-","-","246"
"2526","https://shrine.mobi/area/kansai/nara/35","https://shrine.mobi/area/kansai/nara/7331/","大倭神宮","奈良県","631-0042","奈良県奈良市大倭町1-12","0742-44-0015","-","-","120"
"2527","https://shrine.mobi/area/kansai/nara/36","https://shrine.mobi/area/kansai/nara/7397/","都祁水分神社","奈良県","632-0246","奈良県奈良市都祁友田町182","0743-82-0097","-","飛鳥時代に創建され、大和の国の水分四社（都祁・宇陀・吉野・葛城）の一つとして、古来より水の神、子守の神・身ごもりの神として崇拝されてきた。一間社春日造檜皮葺の本殿は、国の重要文化財に指定されている。","480"
"2528","https://shrine.mobi/area/kansai/nara/36","https://shrine.mobi/area/kansai/nara/7403/","多聞神社","奈良県","630-1242","奈良県奈良市大柳生町1808","0742-93-0066","-","創祀・由緒などは定かではない。多聞神社の鎮座地は泉と呼ばれ、和泉の国から八王子の神を勧請したと伝えられている。また、筒井順慶の家臣が元亀年間（1570～1572年）にこの地に来て、阪原から勧請した神を祀り、農事に専念したとも言われている。元は「八柱神社」と称していた。","300"
"2529","https://shrine.mobi/area/kansai/nara/37","https://shrine.mobi/area/kansai/nara/8009/","素盞嗚神社（大和郡山市）","奈良県","639-1115","奈良県大和郡山市横田町1294","0743-52-7643","-","-","50"
"2530","https://shrine.mobi/area/kansai/nara/37","https://shrine.mobi/area/kansai/nara/7410/","八柱神社（奈良市大平尾町）","奈良県","630-1243","奈良県奈良市大平尾町232","0742-93-0066","-","創祀・由緒などは定かではない。元和3年（1617年）以来の宮座南講中の座入りを記した記録がある。それ以前の記録はなくなっている。　大平尾町には北出と南出に分かれて八柱神社が鎮座し、この神社は南出の八柱神社となる。","355"
"2531","https://shrine.mobi/area/kansai/nara/38","https://shrine.mobi/area/kansai/nara/7964/","厳島神社（大和高田市日之出東本町）","奈良県","635-0023","奈良県大和高田市日之出東本町3-27","0745-52-3382","-","-","57"
"2532","https://shrine.mobi/area/kansai/nara/38","https://shrine.mobi/area/kansai/nara/8061/","九頭神社（天理市下仁興町）","奈良県","632-0022","奈良県天理市下仁興町41","0743-62-0900","-","-","404"
"2533","https://shrine.mobi/area/kansai/nara/39","https://shrine.mobi/area/kansai/nara/7946/","石園坐多久虫玉神社","奈良県","635-0085","奈良県大和高田市片塩町15-33","0745-52-6855","-","-","64"
"2534","https://shrine.mobi/area/kansai/nara/39","https://shrine.mobi/area/kansai/nara/8023/","矢田坐久志玉比古神社","奈良県","639-1058","奈良県大和郡山市矢田町965","0743-52-7313","-","-","88"
"2535","https://shrine.mobi/area/kansai/nara/40","https://shrine.mobi/area/kansai/nara/92/","石上神宮","奈良県","632-0014","奈良県天理市布留町384","0743-62-0900","開門時間：　およそ5：30～17：30（季節により変わる）","主祭神の布都御魂神（ふつのみたまのおおかみ）は、神代に武甕雷神がおびていた霊剣で、平国之剣（くにむけのたち）ともいわれる。「記紀」によれば、神武天皇御東征の時に天降られ、邪神を破り、国々を平定された威徳により、物部氏の遠祖、宇摩志麻治命をして、宮中に奉斎された。のち崇神天皇七年、物部の伊香色雄命が大臣の職にあった時、詔により天社（あまつやしろ）、国社（くにつやしろ）を定めて八百万神を祀らしめられて、布都御魂神と共に石上の高庭の地に祀られ、石上大神と称えたのが、石上神宮の創めである。","108"
